credit_card,stud_loan,medical_exp,employment,income,marital_status,auto_insurance,children,age,gender,housing,health_status,work_hours,social_security
0,5,5,43.7,37324,3,1600,0,65,1,8,4,60,1
0,5,1,0.0,22912,1,46,0,69,1,5,4,0,1
0,5,5,50.0,48100,2,600,0,32,2,1,3,40,5
0,5,5,52.0,85578,1,2200,1,55,1,1,2,60,5
0,5,5,50.4,33000,5,92,1,41,2,5,3,48,5
0,5,5,0.0,0,2,0,1,26,2,5,1,0,5
0,5,5,51.0,57300,1,1400,0,68,1,1,2,40,1
0,5,5,0.0,8400,4,0,0,30,1,5,2,0,1
0,5,5,0.0,10800,3,0,0,94,2,5,3,0,1
1,5,5,8.7,49796,4,120,0,66,1,1,3,1,1
0,5,5,50.0,11000,2,0,2,38,2,5,3,40,5
1,5,5,49.0,244020,1,1050,0,53,1,1,2,45,5
1,5,5,49.0,195500,1,4000,1,52,1,1,1,60,5
0,5,5,4.0,10207,2,0,0,39,1,5,2,5,5
0,1,5,49.0,166510,1,1100,0,64,1,1,2,60,5
0,5,5,0.0,9000,2,0,0,37,1,5,5,0,1
0,1,5,43.4,21711,4,112,0,37,2,5,3,30,5
1,5,5,47.6,44376,4,2000,6,33,1,1,4,51,5
1,1,5,49.0,38600,2,0,0,32,1,5,3,46,5
0,5,5,47.0,136294,1,878,0,70,1,1,1,70,5
0,5,5,51.4,67200,1,160,3,27,1,8,3,30,5
0,5,5,52.0,55000,1,100,2,37,1,5,1,40,5
0,5,5,48.0,54088,2,0,1,34,1,5,3,60,1
1,5,5,50.0,41800,4,800,0,60,2,1,3,40,5
0,5,1,0.0,12720,3,0,0,61,2,1,4,0,5
0,1,5,29.3,98000,1,150,0,30,1,5,2,40,5
0,5,5,50.0,79974,4,2100,0,66,2,1,3,4,1
1,5,5,0.0,48074,3,726,0,86,2,1,4,0,1
0,5,5,45.0,4116,2,0,2,22,2,8,5,40,5
1,1,5,51.4,68000,2,100,0,22,2,5,3,30,5
0,5,5,49.0,154000,4,800,1,32,1,5,2,40,5
0,5,5,50.0,23906,4,47,0,66,1,8,3,20,1
0,5,1,47.0,22390,2,140,0,22,2,5,5,50,5
0,5,5,0.0,1800,3,0,0,82,2,8,1,0,1
0,1,5,0.0,26000,2,230,2,34,1,8,1,0,5
0,1,1,46.7,59000,4,56,0,22,2,5,3,60,5
1,5,1,50.0,75500,1,200,3,33,1,1,2,48,5
0,5,5,6.7,43000,4,525,0,58,1,1,5,40,5
0,5,5,39.3,268400,1,4500,0,59,1,1,3,50,5
1,5,5,48.0,218582,1,1200,0,56,1,1,2,40,5
0,5,5,50.6,85372,1,1300,0,55,1,1,2,60,5
1,5,5,47.0,173918,1,0,0,59,1,1,4,45,5
1,5,5,49.4,116010,1,100,5,44,1,1,1,45,5
0,5,5,0.0,8400,3,0,0,51,2,5,5,0,5
0,5,5,51.0,130086,1,1250,0,49,1,1,3,40,1
0,5,5,25.0,156732,1,1200,0,62,1,1,2,40,5
0,5,5,46.0,26600,4,100,0,61,2,5,3,30,5
0,5,5,0.0,53700,1,1500,0,71,1,1,3,0,1
0,5,1,28.7,89136,4,140,0,57,1,5,5,40,1
0,1,5,52.0,69150,1,2600,0,24,1,5,1,40,5
1,5,5,46.0,78600,1,1700,0,54,1,1,2,40,5
1,5,5,52.0,40100,2,215,0,33,1,5,2,38,5
1,1,5,47.0,190050,1,175,2,42,1,1,1,43,5
0,5,5,0.0,108600,1,1200,0,77,1,1,3,0,1
1,1,5,50.0,65300,1,130,2,25,1,5,2,40,5
0,5,5,50.6,4301,5,0,0,62,2,5,3,5,5
0,1,5,51.0,50911,4,200,1,64,2,5,3,70,1
0,1,1,51.2,32600,5,170,2,35,2,5,3,52,5
0,5,5,30.3,73600,4,0,0,66,2,1,3,40,5
0,5,5,48.0,64000,1,150,1,42,1,1,3,40,5
1,1,1,49.2,88050,1,235,0,54,1,1,2,45,5
0,5,5,1.0,79500,1,1700,0,64,1,1,1,30,1
1,5,5,51.0,72210,1,89,0,62,1,5,2,42,5
0,5,5,49.0,41500,1,900,2,54,1,5,3,38,5
0,5,5,39.0,61000,1,113,0,36,1,5,3,40,5
0,1,5,49.0,67800,1,67,3,35,1,1,2,50,5
1,5,5,0.0,66600,1,999998,0,67,1,1,4,0,1
0,5,5,52.0,52000,2,0,4,29,1,5,3,40,5
0,5,1,50.0,75840,1,1300,0,63,1,1,5,40,1
0,5,5,0.0,14894,2,0,0,59,2,5,5,0,5
0,5,5,0.0,168535,1,1200,0,75,1,1,2,0,1
1,5,5,48.4,78522,1,200,2,58,1,5,3,65,1
1,5,5,51.8,46812,1,1600,2,51,1,1,2,60,5
0,5,5,50.6,34100,2,275,0,24,1,5,2,40,5
0,5,5,33.7,7418,2,0,1,20,2,5,1,4,5
0,5,5,50.6,58500,2,170,0,19,2,5,2,40,5
0,5,5,47.0,48000,2,195,0,47,1,1,3,40,5
0,5,5,50.0,31000,1,480,2,41,1,1,2,40,5
1,5,5,0.0,13560,3,0,0,72,2,1,2,0,1
0,5,1,52.0,138000,2,500,1,31,1,5,3,103,5
1,5,5,51.0,417000,1,1800,0,41,1,1,2,55,5
1,5,5,51.2,68000,2,270,1,35,1,5,1,40,5
1,5,5,0.0,105100,1,3000,0,72,1,1,3,0,1
0,1,5,50.0,9000,2,0,0,25,1,5,4,30,5
0,1,5,5.7,49485,1,400,0,63,1,1,3,32,5
0,5,5,36.0,52000,1,103,2,49,1,5,3,82,5
1,5,5,0.0,44700,1,600,0,80,1,1,2,0,1
0,5,5,48.0,28000,1,0,0,53,1,5,3,40,5
0,5,5,52.0,47578,4,180,0,50,2,5,2,32,5
0,5,5,0.0,6000,2,160,1,34,1,1,3,0,1
0,5,5,52.0,170575,1,200,0,66,1,1,1,30,1
0,5,5,49.2,26050,2,200,0,22,1,5,1,40,5
0,1,5,48.0,20200,2,0,0,37,2,5,1,40,5
0,5,1,50.6,55400,1,90,2,34,1,5,2,47,5
0,5,1,0.0,3630,2,30,0,48,1,1,3,0,5
0,5,5,52.0,56656,1,95,0,55,1,5,3,40,1
0,5,5,0.0,11364,2,65,0,37,1,5,4,0,1
0,5,5,52.0,43823,2,150,0,40,1,1,1,40,5
0,5,5,52.0,10000,2,0,1,37,2,5,3,23,5
0,5,5,50.0,37100,1,175,2,37,1,1,2,40,5
0,5,5,0.0,120200,1,1600,0,74,1,1,2,0,1
0,5,5,16.4,16200,2,0,0,36,1,5,1,40,5
1,5,5,49.0,324200,1,1000,2,42,1,1,2,42,5
0,5,5,8.7,4352,2,0,0,26,1,5,4,25,5
0,5,5,50.6,44340,5,67,2,28,2,5,2,40,5
1,5,5,0.0,75554,1,1300,0,77,1,1,3,0,1
0,5,5,47.0,66050,3,960,0,59,1,1,2,25,5
0,1,5,51.6,28050,2,112,0,44,2,5,2,48,5
1,1,5,47.0,44451,4,999999,1,65,2,1,1,20,1
0,5,5,0.0,7200,4,0,0,56,2,5,3,0,1
0,5,5,40.1,96900,1,1500,0,69,1,1,3,40,1
0,5,5,30.7,18619,2,0,0,29,1,5,3,30,5
1,5,5,50.8,48400,2,250,1,25,2,5,4,40,5
1,5,5,42.7,72590,4,1100,0,57,1,5,3,100,5
0,5,5,0.0,29320,4,0,0,50,1,5,1,0,5
0,5,5,0.0,24776,3,900,0,78,2,1,2,0,1
0,5,5,50.0,24000,2,62,0,43,2,5,3,34,5
1,1,5,51.0,110000,2,1200,0,32,2,5,2,65,5
0,1,1,52.0,94249,1,96,0,51,1,1,3,65,5
0,5,5,48.2,55075,2,0,0,59,1,5,3,40,5
0,5,5,47.0,55118,1,250,0,61,1,1,2,40,5
0,5,5,38.0,21578,5,0,0,37,1,5,2,35,5
1,1,5,9.0,22200,2,240,0,33,1,5,5,40,1
1,1,5,49.0,74618,5,230,1,56,2,1,1,40,5
0,1,5,47.0,128893,2,0,0,27,1,1,1,40,5
0,5,5,47.7,46504,2,96,0,46,1,1,3,40,1
0,5,5,47.8,98783,1,200,1,64,1,5,3,40,5
0,5,5,48.8,27003,4,999999,0,65,1,1,3,52,5
0,5,5,49.8,69010,4,1500,2,27,2,1,2,40,5
0,5,5,42.7,42200,1,110,0,59,1,1,2,42,5
0,5,5,27.3,19746,1,1486,0,61,1,1,2,48,5
1,5,5,44.6,66020,4,115,0,36,2,1,3,40,5
0,5,1,51.4,43947,2,120,2,28,1,5,2,40,5
1,5,5,0.0,27924,1,112,0,79,1,1,4,0,1
0,5,1,0.0,23744,4,0,0,54,2,5,3,0,1
0,5,5,44.7,14200,2,0,1,25,2,5,2,34,5
0,1,5,0.0,5784,2,0,4,28,2,8,2,0,5
0,5,5,50.0,44900,4,0,0,54,2,1,1,20,5
0,5,5,52.0,104553,1,2000,0,62,1,1,3,20,5
0,5,5,50.0,133126,1,1200,2,52,1,1,2,45,5
1,5,5,51.0,104500,1,150,0,55,1,1,2,72,5
1,5,5,49.0,63000,2,167,0,28,2,5,1,50,5
0,5,5,3.0,134125,1,3200,0,63,1,1,2,2,1
0,5,1,52.0,88800,1,999999,0,45,1,5,3,60,5
0,5,5,49.8,87228,1,1500,3,40,1,1,2,55,5
1,5,5,48.6,66600,4,1072,2,47,2,1,1,51,5
1,5,5,50.8,72000,2,240,0,64,1,5,2,45,1
1,1,5,51.0,80200,1,1100,1,28,1,5,2,60,5
1,5,5,51.0,35100,1,250,0,70,1,1,2,45,5
1,1,5,51.8,36100,1,135,0,44,1,1,4,15,1
0,5,5,48.0,150010,1,800,2,38,1,1,2,50,5
0,5,5,50.0,19000,2,0,2,21,2,5,2,40,5
0,5,5,50.0,172710,1,80,0,43,1,5,2,60,5
1,5,5,50.0,145000,1,1600,2,61,1,1,2,55,5
0,5,5,0.0,111900,3,999999,1,68,1,1,2,0,1
1,5,5,52.0,20406,4,1000,0,55,2,5,1,40,5
0,5,5,37.0,7300,4,45,0,53,2,1,2,32,5
0,5,5,49.0,116000,1,800,0,64,1,1,2,20,5
0,5,5,49.0,180100,1,215,0,47,1,1,2,46,5
1,1,5,47.0,112038,1,3500,0,61,1,1,2,60,5
1,1,5,50.0,89928,1,249,2,40,1,1,4,75,5
0,5,5,49.0,335006,1,1000,0,65,1,1,2,45,5
0,5,5,0.0,63173,2,1220,0,72,1,1,3,0,1
0,5,5,0.0,32120,1,2900,0,86,1,1,3,0,1
1,1,5,0.0,80560,1,1700,0,66,1,1,2,0,1
0,5,5,0.0,10800,2,0,0,80,2,5,4,0,1
0,5,5,0.0,0,2,0,0,34,1,5,1,0,5
0,1,5,49.4,51850,2,50,1,30,1,5,2,40,5
0,5,5,51.0,56578,1,170,1,47,1,5,2,40,5
0,5,5,0.0,6600,3,40,0,73,2,5,4,0,1
1,5,5,50.0,61239,1,600,2,31,1,1,2,50,5
0,5,5,46.0,54000,2,150,1,39,2,1,1,40,5
0,5,5,47.0,49000,2,0,2,26,1,5,1,70,5
1,5,5,48.4,1123100,1,635,0,53,1,1,2,60,5
0,5,5,48.0,111848,1,100,0,54,1,1,1,50,5
0,1,5,48.0,104268,1,1500,0,64,1,1,2,60,5
0,1,5,18.7,11910,1,215,3,28,2,5,2,40,5
0,5,5,51.0,23903,4,78,0,63,2,5,5,40,5
0,5,5,0.0,23544,4,800,0,70,1,1,3,0,1
0,5,5,0.0,7200,5,0,0,49,2,5,3,0,5
0,5,5,52.0,77200,1,500,2,44,1,1,2,40,5
1,1,5,49.0,147000,1,200,4,44,1,1,1,40,5
0,5,5,0.0,9578,2,0,1,25,1,5,3,0,5
0,5,5,48.4,31064,1,539,0,71,1,1,2,8,1
0,5,5,51.0,67600,4,245,3,43,2,1,2,60,5
0,5,5,0.0,106500,1,1800,0,71,1,1,2,0,1
0,5,5,52.0,24800,3,0,1,58,2,1,3,30,1
0,1,5,52.0,10160,2,0,1,25,2,5,2,40,5
0,5,5,0.0,38107,3,650,0,66,2,1,2,0,1
0,5,5,0.0,21600,2,50,1,34,1,5,4,0,5
0,5,5,52.0,15025,4,0,0,51,2,5,4,46,5
0,1,5,52.0,12000,1,400,2,26,1,5,1,10,5
0,5,5,0.0,170,2,240,0,42,1,1,5,0,5
0,1,5,0.4,3700,2,0,0,25,2,5,3,0,5
1,5,5,49.2,89005,4,100,2,52,2,1,2,40,5
0,5,5,0.0,32000,4,1400,0,62,1,1,1,0,5
0,5,5,45.3,-3725,1,1400,0,65,1,1,2,40,1
0,5,5,52.0,71111,4,800,0,72,1,1,3,15,1
0,5,5,48.0,73285,1,225,0,56,1,1,4,40,5
0,1,5,49.0,75020,2,100,0,30,1,1,2,42,5
0,5,5,0.0,117159,1,1141,0,85,1,1,2,0,1
0,5,5,0.0,52640,1,133,0,81,1,1,2,0,1
1,1,5,51.6,62230,4,85,3,40,2,8,2,60,5
1,1,5,49.2,53000,2,0,0,26,1,5,2,50,5
0,5,5,0.0,10388,2,0,2,25,2,1,1,0,1
0,5,5,0.0,10956,4,394,0,80,1,1,4,0,1
0,5,5,0.0,6180,2,0,0,34,1,1,1,0,1
0,5,5,0.0,2125,4,785,0,89,1,1,4,0,1
0,5,5,51.6,61600,4,800,0,65,1,5,2,10,1
0,5,5,3.4,28016,2,212,3,27,2,5,4,40,5
0,1,5,51.0,28100,2,80,0,40,2,1,3,35,5
0,5,5,7.0,10778,2,0,3,22,2,5,1,40,5
1,5,5,51.0,108150,1,1200,0,60,1,1,2,40,5
1,5,5,46.4,48010,2,750,0,49,2,1,4,38,5
0,5,5,49.6,117100,1,170,2,39,1,1,3,40,5
1,1,5,48.6,109000,1,215,1,38,1,1,2,40,5
0,1,5,51.6,63000,1,190,2,26,1,1,2,55,5
1,5,5,20.0,32757,4,712,0,72,2,5,3,27,5
0,5,5,49.0,113206,1,1440,0,40,1,1,2,52,5
1,1,5,50.4,91020,1,150,4,32,1,5,3,60,5
0,5,5,50.2,51602,1,94,2,31,1,1,2,40,5
0,5,5,44.7,16400,1,50,2,29,1,5,4,45,5
1,1,1,0.0,35278,4,0,0,83,2,1,2,0,1
1,5,5,16.0,57674,1,700,0,67,1,1,2,30,1
0,5,5,48.0,159650,1,160,0,40,1,1,2,40,5
0,5,5,20.7,86000,1,2200,0,66,1,1,1,20,5
0,1,5,49.0,57318,3,0,2,53,2,1,1,20,5
0,5,5,52.0,55900,2,80,3,34,1,5,2,50,5
0,1,5,50.0,81979,1,2230,1,48,1,1,2,40,5
1,5,5,49.0,30000,4,65,0,54,2,1,1,40,5
1,5,5,50.6,99702,1,263,2,43,1,1,3,40,5
1,5,5,51.0,60000,1,100,0,62,1,1,3,45,1
0,1,5,48.8,54000,2,230,0,32,1,5,1,55,5
0,1,5,48.0,24950,2,0,0,28,2,5,2,40,5
0,5,5,49.0,291600,1,2400,2,39,1,1,2,50,5
0,5,5,51.0,3089000,1,999998,0,60,1,1,1,70,5
1,5,5,50.6,177680,1,800,1,49,1,1,1,40,5
1,1,1,51.0,29100,1,660,1,28,1,1,2,32,5
0,5,5,0.0,65501,1,1200,0,74,1,1,2,0,1
1,5,5,52.0,88908,4,1000,1,49,1,1,1,45,5
0,1,5,48.0,49000,2,0,0,29,1,5,3,50,5
1,5,1,49.0,47700,4,70,0,27,2,5,2,40,5
1,5,5,33.4,74941,1,139,2,47,1,1,2,40,5
0,5,5,46.4,433000,1,4500,0,59,1,1,2,55,5
1,1,5,49.0,108200,1,180,1,50,1,1,2,40,5
1,5,5,49.6,131960,1,1000,2,28,1,1,3,35,5
0,5,5,50.0,150001,2,600,0,41,1,5,2,56,5
0,5,5,15.4,13000,2,0,1,26,1,8,3,37,5
0,5,5,48.0,18000,2,1400,0,48,2,1,2,28,5
0,5,5,52.0,127331,1,150,0,61,1,1,1,30,5
0,5,5,49.0,94550,1,1400,3,38,1,1,2,50,5
1,1,5,49.0,97004,1,990,2,35,1,1,2,43,5
0,1,5,49.0,141300,1,240,2,48,1,1,3,45,5
0,5,5,52.0,70100,4,100,2,37,2,1,2,25,5
1,5,5,48.0,100500,1,150,0,51,1,1,2,60,5
1,5,5,48.0,115500,1,248,3,49,1,1,2,45,5
0,1,5,51.0,12000,2,77,0,20,2,5,1,32,5
0,5,1,0.0,36835,1,170,0,66,1,1,4,0,1
1,5,5,48.6,55000,2,320,2,28,1,5,1,60,5
0,1,5,30.0,5962,1,0,2,23,1,5,4,35,5
0,5,5,0.0,18221,5,0,1,42,1,5,4,0,5
0,5,5,47.4,156000,1,900,0,57,1,1,2,34,5
0,5,5,0.0,8602,2,0,0,56,2,8,4,0,5
0,5,5,0.0,63500,1,1100,0,75,1,1,3,0,1
0,5,5,0.0,38200,3,1,0,70,1,1,2,0,1
0,5,5,0.0,31800,1,1200,0,74,1,1,3,0,1
0,5,1,52.0,35000,1,90,1,60,1,5,3,40,5
0,5,5,52.0,8200,2,0,0,57,1,5,4,24,5
0,5,5,52.0,16040,2,0,0,23,2,5,3,40,5
1,5,5,0.0,22180,4,396,0,71,2,5,3,0,1
0,5,5,0.0,31309,1,70,0,65,1,1,4,0,1
1,1,5,38.6,63771,4,1000,0,61,2,1,3,40,5
0,5,5,0.0,50018,1,999999,0,75,1,1,3,0,1
1,1,5,28.6,30100,2,130,0,28,1,1,4,52,5
1,5,5,0.0,58640,1,267,1,66,1,1,5,0,1
0,5,5,20.0,8360,2,169,4,21,2,5,3,2,5
1,5,5,13.4,43156,1,0,2,39,1,5,2,45,5
1,5,5,0.0,23736,4,1000,0,80,2,5,2,0,1
1,5,5,51.0,58006,4,850,0,45,1,1,1,40,5
0,5,5,50.0,22100,2,160,0,47,1,5,2,40,5
1,5,5,0.0,55102,1,2000,0,71,1,1,2,0,1
0,5,5,52.0,95510,1,2500,0,52,1,1,1,50,5
0,5,5,0.0,75900,1,999998,0,66,1,1,2,0,1
0,5,1,35.0,38164,2,312,5,37,2,8,3,5,1
1,5,5,51.0,31440,2,30,0,30,2,5,1,38,5
0,5,5,0.0,16840,4,150,0,67,2,1,3,0,1
0,5,5,0.0,15900,3,0,0,89,2,5,4,0,1
0,5,5,52.0,3120,2,0,0,51,2,5,2,12,5
0,5,5,52.0,20000,2,0,3,25,2,5,3,30,5
0,5,5,0.0,12752,2,1200,0,57,1,1,3,0,5
0,1,5,22.0,102450,1,600,0,29,1,1,2,80,5
0,5,5,0.0,16624,4,900,0,75,2,8,4,0,1
0,5,5,0.0,31920,3,999998,0,92,1,1,2,0,1
0,5,5,25.0,8980,3,44,3,41,2,5,2,35,5
0,5,5,0.0,10399,2,400,0,50,1,8,5,0,5
1,5,5,49.6,89167,1,999998,1,36,1,5,4,40,5
1,1,5,51.8,65000,1,115,3,41,1,1,1,45,5
0,5,5,29.0,33306,1,40,1,24,1,1,1,60,5
1,5,5,52.0,28598,4,200,0,83,2,5,5,20,1
1,5,5,50.0,69100,1,1200,0,58,1,1,2,40,5
0,5,5,2.0,400,2,0,1,19,2,5,1,28,1
0,5,5,52.0,6400,2,0,0,47,2,5,4,40,5
1,5,5,31.7,39410,2,79,0,70,2,5,4,60,1
0,5,5,52.0,68900,1,280,2,36,1,5,4,40,5
1,5,5,48.0,152512,1,1400,0,65,1,1,3,44,5
0,1,5,39.0,103936,1,1800,1,50,1,5,2,40,5
1,5,5,7.7,82264,1,1600,0,61,1,1,2,40,5
1,5,5,46.0,109100,1,999998,3,35,1,1,2,50,5
1,5,5,51.0,139640,1,225,0,68,1,1,2,24,1
1,5,1,0.0,20436,4,0,0,66,2,5,4,0,1
1,1,5,49.4,125450,2,213,1,36,2,5,4,55,5
0,5,5,0.0,39333,1,570,0,82,1,5,4,0,1
1,5,5,12.0,40972,1,900,0,67,1,1,1,5,1
0,5,5,52.0,46520,2,0,0,39,1,5,3,30,5
0,1,5,49.0,184056,1,4860,1,41,1,1,2,65,5
0,5,5,0.1,10680,5,0,2,36,2,5,2,0,5
0,5,5,0.0,28400,1,165,0,57,1,1,2,0,5
0,5,5,52.0,74471,1,2078,0,68,1,1,1,54,1
0,5,5,49.0,34000,2,41,0,47,1,5,2,40,5
1,1,5,49.0,87506,1,280,0,39,1,1,1,45,5
0,5,5,0.0,24967,3,750,0,77,2,1,4,0,1
0,5,5,0.0,43962,2,275,0,58,1,1,4,0,1
1,5,5,48.0,71790,2,0,0,55,1,5,3,45,5
0,5,5,51.0,48050,2,140,0,24,1,1,2,40,5
1,1,1,50.6,94550,1,100,2,34,1,5,3,40,5
0,5,5,50.2,62078,2,189,1,32,1,5,3,60,5
0,5,5,0.0,5000,2,0,2,33,1,5,4,0,5
0,5,5,50.0,25200,2,61,0,24,2,5,1,35,5
0,5,5,48.0,94256,1,80,2,35,1,1,1,45,5
1,5,5,0.0,21100,2,128,1,31,2,8,3,0,5
1,1,5,49.6,119350,1,1520,0,30,1,5,1,50,5
0,5,1,51.0,38391,2,0,2,48,2,5,5,40,5
0,5,5,4.4,32864,1,1600,0,67,1,1,3,40,1
1,1,5,49.4,27600,2,149,0,32,1,5,2,52,5
0,5,5,50.0,39520,2,202,1,36,2,1,3,40,5
1,5,5,0.0,57540,1,120,0,72,1,1,1,0,1
1,5,5,0.0,0,2,1100,0,60,2,1,4,0,5
1,1,5,39.7,105000,1,1200,3,32,1,1,2,50,5
1,5,5,0.0,95600,1,1300,0,57,1,1,4,0,5
1,5,5,49.2,49000,2,125,0,24,1,5,2,60,5
0,5,1,52.0,33578,4,100,1,30,2,5,4,40,5
0,5,5,47.0,1360200,1,4000,2,46,1,1,3,60,5
1,5,1,47.8,95200,3,754,0,51,1,1,2,50,5
0,5,5,45.0,339076,1,1800,0,67,1,1,2,50,1
0,5,5,48.4,74877,1,1100,0,28,1,1,2,50,5
0,5,5,50.0,87288,1,1200,3,47,1,1,3,40,5
1,5,5,13.3,567600,1,3500,1,72,1,1,3,10,1
1,5,5,50.0,133992,1,1100,0,42,1,1,2,65,5
1,5,5,45.6,71000,2,70,0,28,1,5,2,45,5
1,1,5,29.6,147600,1,3600,1,49,1,1,4,45,1
0,5,1,52.0,23000,5,58,0,42,1,5,2,17,5
0,5,5,0.0,47021,1,960,0,76,1,1,3,0,1
1,5,5,0.0,69200,1,300,0,69,1,1,3,0,1
0,5,5,51.4,47700,1,150,0,28,1,5,2,40,5
1,5,5,52.0,32000,1,1600,0,57,1,1,3,45,5
0,5,5,51.0,42006,1,0,3,33,1,8,1,70,5
0,5,5,48.0,102016,1,900,0,38,1,1,1,49,5
1,1,5,44.0,96926,1,1000,2,35,1,1,2,40,5
0,5,5,52.0,37416,4,142,1,51,2,5,3,28,5
1,5,5,44.0,98550,4,2600,0,49,1,1,2,38,5
0,5,5,0.0,30050,1,0,1,58,1,5,3,0,5
0,5,5,47.0,138800,2,1200,0,43,1,1,2,65,5
1,5,5,49.0,90000,1,50,2,44,1,1,1,45,5
0,5,5,49.2,200042,1,120,3,39,1,1,3,45,5
0,5,5,42.4,466300,1,200,1,32,1,5,1,50,5
0,5,1,40.2,90931,1,300,1,40,1,1,3,40,5
1,1,5,0.0,151821,1,1200,2,36,1,1,3,0,5
0,5,5,33.7,18180,4,75,1,58,2,5,2,30,5
0,5,5,0.0,47284,1,885,0,86,1,1,3,0,1
0,5,5,48.0,194312,1,1500,2,46,1,1,4,45,5
1,5,1,48.0,69220,4,160,1,40,1,5,2,42,5
1,1,5,50.4,110612,1,1400,0,56,1,1,1,50,5
1,5,5,0.0,27100,2,1200,0,71,1,1,2,0,1
0,5,5,50.4,155240,1,1200,3,44,1,1,3,50,5
0,5,5,49.0,152320,1,3315,2,48,1,1,1,50,5
0,5,5,0.0,31566,3,0,0,72,2,5,5,0,1
0,5,5,0.0,9600,1,40,0,61,2,5,3,0,1
0,5,1,0.0,15036,3,0,1,78,2,5,4,0,1
0,5,5,48.0,90400,1,95,0,51,1,1,2,40,5
0,5,5,30.7,20312,2,0,0,49,1,8,3,40,5
1,5,5,49.8,77100,1,0,4,35,1,1,1,50,5
0,5,5,52.0,237078,1,2800,0,62,1,1,2,40,5
1,5,5,26.0,19304,1,0,3,27,1,5,3,40,1
1,5,5,23.0,96621,1,230,4,34,1,1,4,40,5
1,5,5,0.0,86604,1,2100,0,68,1,1,4,0,1
0,1,5,10.0,1150,2,0,3,23,2,5,1,15,5
0,5,5,52.0,16000,5,266,0,62,1,5,4,40,5
0,5,5,52.0,198000,1,58,0,40,1,1,3,40,5
1,1,5,50.0,85000,4,999999,0,60,2,1,3,40,5
1,5,5,30.7,185578,1,400,0,58,1,1,2,40,5
1,5,5,0.0,9600,5,284,0,81,2,1,2,0,5
0,5,5,50.0,138000,1,85,0,38,1,5,1,55,5
0,8,8,0.0,16800,2,0,2,37,2,5,4,0,5
0,5,5,52.0,41600,1,1200,1,45,1,1,3,60,5
0,5,5,0.0,800,2,0,0,35,1,5,4,0,1
1,5,5,49.4,76800,2,103,0,41,1,5,2,45,5
0,1,5,50.6,36506,2,100,0,20,1,8,4,30,5
0,5,5,3.4,2100,2,86,3,22,2,5,2,40,5
0,1,5,51.0,50283,5,0,2,38,2,5,4,24,5
0,5,5,0.0,31085,4,519,0,61,2,1,2,0,5
0,5,5,0.0,10536,5,75,8,28,2,5,3,0,1
0,5,5,33.0,66000,1,1200,2,40,1,5,2,36,5
0,5,5,52.0,32010,2,0,0,34,1,1,3,50,5
0,5,5,37.0,10622,2,0,3,30,2,8,1,40,5
1,5,1,13.0,29500,2,0,0,30,1,8,3,8,5
0,5,5,0.0,41825,4,1500,1,70,1,1,3,0,1
0,5,5,52.0,76500,4,0,0,41,1,5,3,45,5
0,5,5,0.0,33168,3,56,0,69,2,8,3,0,1
1,5,5,0.0,9312,2,75,0,48,2,5,4,0,1
0,1,5,50.0,172006,1,189,4,43,1,5,2,60,5
0,5,5,0.0,35088,1,105,5,38,1,5,1,0,1
1,5,5,0.0,61353,1,95,0,63,1,1,4,0,1
1,1,5,52.0,11350,5,0,0,62,2,5,2,60,5
0,5,5,0.0,20400,3,400,0,89,2,8,3,0,5
1,1,1,39.1,19380,2,0,0,25,2,5,2,37,5
1,5,5,41.7,51400,2,78,0,35,2,5,4,80,5
0,5,5,52.0,25678,1,0,5,37,1,5,2,32,5
1,5,5,7.7,207800,1,2500,2,37,1,1,1,40,1
1,1,5,52.0,108740,2,2400,0,53,1,1,2,46,5
1,5,5,0.0,33850,1,2000,0,91,1,1,3,0,1
1,5,5,50.0,41344,1,125,0,65,1,5,2,18,1
0,5,5,51.2,76050,1,400,3,34,1,1,2,40,5
0,9,9,43.0,84318,1,0,2,55,1,1,1,40,5
1,5,5,0.0,21600,3,800,0,72,2,1,3,0,1
1,5,5,43.0,109059,1,152,0,59,1,1,2,46,5
1,1,1,50.6,49850,2,120,1,31,2,5,3,40,5
1,1,5,51.0,78002,1,275,1,25,1,1,3,45,5
1,1,5,51.0,220150,1,145,2,37,1,1,2,50,5
1,5,5,7.0,32827,4,69,3,36,1,1,2,23,1
1,1,5,50.4,125100,2,900,0,33,1,1,2,60,5
1,1,5,48.6,156526,1,3500,0,64,1,1,3,55,5
0,1,5,52.0,55925,2,150,0,31,2,1,1,60,5
1,5,5,46.4,109200,1,75,2,44,1,1,3,40,5
1,5,5,50.0,90034,1,1120,2,36,1,1,2,45,5
1,1,5,48.0,94310,1,300,2,40,1,1,1,50,5
1,1,5,50.0,51900,1,1600,4,29,1,5,2,50,5
0,5,5,0.0,41800,1,1300,0,62,1,1,4,0,1
0,5,5,49.0,59003,4,2000,0,48,2,1,2,40,5
0,5,5,2.0,81800,1,1100,0,67,1,1,1,6,1
0,1,5,18.3,19001,2,0,0,32,2,5,2,35,5
0,5,5,0.0,3816,2,0,1,21,2,5,2,0,5
1,1,5,50.0,76150,1,2000,0,38,1,1,3,78,5
0,5,5,52.0,25300,2,60,1,27,2,5,3,40,5
0,5,1,49.0,67450,1,155,1,42,1,5,1,52,5
0,5,5,46.7,56000,4,225,1,47,2,5,3,40,5
